type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/id_kabupaten,properties/id_provinsi,properties/id_kecamatan,properties/provinsi,properties/prov,properties/kabupaten,properties/kecamatan,properties/minggu
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,37
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,38
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,39
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,40
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,41
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,42
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,43
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,44
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,45
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,46
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,47
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,48
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,49
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,50
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,51
Feature,Point,115.1606,-8.64305,5103,51,5103030,BALI,BALI,KAB. BADUNG,KUTA UTARA,52
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,1
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,2
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,3
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,4
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,5
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,6
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,7
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,8
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,9
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,10
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,11
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,12
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,13
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,14
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,15
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,16
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,17
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,18
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,19
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,20
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,21
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,22
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,23
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,24
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,25
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,26
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,27
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,28
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,29
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,30
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,31
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,32
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,33
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,34
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,35
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,36
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,37
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,38
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,39
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,40
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,41
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,42
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,43
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,44
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,45
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,46
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,47
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,48
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,49
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,50
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,51
Feature,Point,115.17158,-8.54346,5103,51,5103040,BALI,BALI,KAB. BADUNG,MENGWI,52
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,1
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,2
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,3
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,4
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,5
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,6
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,7
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,8
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,9
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,10
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,11
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,12
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,13
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,14
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,15
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,16
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,17
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,18
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,19
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,20
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,21
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,22
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,23
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,24
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,25
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,26
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,27
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,28
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,29
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,30
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,31
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,32
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,33
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,34
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,35
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,36
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,37
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,38
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,39
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,40
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,41
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,42
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,43
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,44
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,45
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,46
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,47
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,48
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,49
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,50
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,51
Feature,Point,115.22449,-8.33659,5103,51,5103060,BALI,BALI,KAB. BADUNG,PETANG,52
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,1
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,2
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,3
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,4
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,5
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,6
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,7
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,8
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,9
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,10
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,11
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,12
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,13
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,14
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,15
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,16
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,17
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,18
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,19
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,20
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,21
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,22
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,23
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,24
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,25
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,26
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,27
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,28
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,29
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,30
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,31
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,32
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,33
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,34
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,35
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,36
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,37
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,38
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,39
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,40
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,41
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,42
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,43
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,44
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,45
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,46
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,47
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,48
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,49
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,50
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,51
Feature,Point,115.1727,-8.13291,5108,51,5108070,BALI,BALI,KAB. BULELENG,SAWAN,52
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,1
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,2
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,3
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,4
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,5
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,6
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,7
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,8
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,9
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,10
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,11
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,12
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,13
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,14
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,15
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,16
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,17
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,18
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,19
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,20
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,21
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,22
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,23
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,24
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,25
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,26
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,27
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,28
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,29
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,30
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,31
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,32
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,33
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,34
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,35
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,36
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,37
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,38
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,39
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,40
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,41
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,42
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,43
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,44
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,45
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,46
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,47
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,48
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,49
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,50
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,51
Feature,Point,114.92795,-8.20532,5108,51,5108020,BALI,BALI,KAB. BULELENG,SERIRIT,52
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,1
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,2
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,3
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,4
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,5
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,6
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,7
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,8
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,9
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,10
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,11
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,12
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,13
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,14
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,15
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,16
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,17
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,18
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,19
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,20
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,21
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,22
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,23
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,24
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,25
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,26
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,27
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,28
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,29
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,30
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,31
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,32
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,33
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,34
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,35
Feature,Point,115.11777,-8.19281,5108,51,5108050,BALI,BALI,KAB. BULELENG,SUKASADA,36
